Record Length,10000,Source,CH1
Sample Interval,CH1:0.0000000800000,Second,Volt
Vertical Units,CH1:V,-0.000372,24
Vertical Scale,CH1:10.00,-0.00037192,24
Vertical Offset,CH1:0.00,-0.00037184,24
Horizontal Units,s,-0.00037176,24
Horizontal Scale,0.00005,-0.00037168,24
Model Number,SDS1052DL+,-0.0003716,24
Serial Number,SDS1MGDQ4R2387,-0.00037152,24
Software Version,6.02.01.10R2,-0.00037144,24
,,-0.00037136,24
,,-0.00037128,24
,,-0.0003712,24
,,-0.00037112,24
,,-0.00037104,24
,,-0.00037096,24
,,-0.00037088,24
,,-0.0003708,24
,,-0.00037072,24
,,-0.00037064,24
,,-0.00037056,24
,,-0.00037048,24
,,-0.0003704,24
,,-0.00037032,24
,,-0.00037024,24
,,-0.00037016,24
,,-0.00037008,24
,,-0.00037,24
,,-0.00036992,24
,,-0.00036984,24
,,-0.00036976,24
,,-0.00036968,24
,,-0.0003696,24
,,-0.00036952,24
,,-0.00036944,24
,,-0.00036936,24
,,-0.00036928,24
,,-0.0003692,24
,,-0.00036912,24
,,-0.00036904,24
,,-0.00036896,24
,,-0.00036888,24
,,-0.0003688,24
,,-0.00036872,24
,,-0.00036864,24
,,-0.00036856,24
,,-0.00036848,24.4
,,-0.0003684,24
,,-0.00036832,24
,,-0.00036824,24
,,-0.00036816,24
,,-0.00036808,24
,,-0.000368,24
,,-0.00036792,24
,,-0.00036784,24
,,-0.00036776,24
,,-0.00036768,24
,,-0.0003676,24
,,-0.00036752,24
,,-0.00036744,24
,,-0.00036736,24
,,-0.00036728,24
,,-0.0003672,24
,,-0.00036712,24
,,-0.00036704,24
,,-0.00036696,24
,,-0.00036688,24
,,-0.0003668,24
,,-0.00036672,24
,,-0.00036664,24
,,-0.00036656,24
,,-0.00036648,24
,,-0.0003664,24
,,-0.00036632,24
,,-0.00036624,24
,,-0.00036616,24
,,-0.00036608,24
,,-0.000366,24
,,-0.00036592,24
,,-0.00036584,24
,,-0.00036576,24
,,-0.00036568,24
,,-0.0003656,24
,,-0.00036552,24
,,-0.00036544,24
,,-0.00036536,24
,,-0.00036528,23.6
,,-0.0003652,24
,,-0.00036512,24
,,-0.00036504,24
,,-0.00036496,24
,,-0.00036488,24
,,-0.0003648,24
,,-0.00036472,24
,,-0.00036464,24
,,-0.00036456,24
,,-0.00036448,24.4
,,-0.0003644,24
,,-0.00036432,23.6
,,-0.00036424,24
,,-0.00036416,24
,,-0.00036408,24
,,-0.000364,24
,,-0.00036392,24
,,-0.00036384,24
,,-0.00036376,24
,,-0.00036368,24
,,-0.0003636,24
,,-0.00036352,24
,,-0.00036344,24
,,-0.00036336,24
,,-0.00036328,24
,,-0.0003632,24
,,-0.00036312,24
,,-0.00036304,24
,,-0.00036296,24
,,-0.00036288,24
,,-0.0003628,24
,,-0.00036272,24
,,-0.00036264,24
,,-0.00036256,24
,,-0.00036248,24
,,-0.0003624,24
,,-0.00036232,24
,,-0.00036224,24
,,-0.00036216,24
,,-0.00036208,24
,,-0.000362,24
,,-0.00036192,24
,,-0.00036184,24
,,-0.00036176,24
,,-0.00036168,24
,,-0.0003616,24
,,-0.00036152,24
,,-0.00036144,24
,,-0.00036136,24
,,-0.00036128,24
,,-0.0003612,24
,,-0.00036112,24
,,-0.00036104,24
,,-0.00036096,24
,,-0.00036088,24
,,-0.0003608,24
,,-0.00036072,24
,,-0.00036064,24
,,-0.00036056,24
,,-0.00036048,24.4
,,-0.0003604,24.4
,,-0.00036032,24
,,-0.00036024,24.4
,,-0.00036016,24
,,-0.00036008,24
,,-0.00036,24
,,-0.00035992,24
,,-0.00035984,24
,,-0.00035976,24
,,-0.00035968,24
,,-0.0003596,24
,,-0.00035952,24
,,-0.00035944,24
,,-0.00035936,23.6
,,-0.00035928,24
,,-0.0003592,24
,,-0.00035912,24
,,-0.00035904,24
,,-0.00035896,24
,,-0.00035888,24
,,-0.0003588,24
,,-0.00035872,24
,,-0.00035864,24
,,-0.00035856,24
,,-0.00035848,24
,,-0.0003584,24
,,-0.00035832,24
,,-0.00035824,24
,,-0.00035816,24
,,-0.00035808,24
,,-0.000358,24
,,-0.00035792,24
,,-0.00035784,24
,,-0.00035776,24
,,-0.00035768,24
,,-0.0003576,23.6
,,-0.00035752,24
,,-0.00035744,24
,,-0.00035736,24
,,-0.00035728,24
,,-0.0003572,24
,,-0.00035712,24
,,-0.00035704,24
,,-0.00035696,24
,,-0.00035688,24
,,-0.0003568,24
,,-0.00035672,24
,,-0.00035664,24
,,-0.00035656,24
,,-0.00035648,24
,,-0.0003564,24
,,-0.00035632,24
,,-0.00035624,24
,,-0.00035616,23.6
,,-0.00035608,24
,,-0.000356,24
,,-0.00035592,24
,,-0.00035584,24
,,-0.00035576,24
,,-0.00035568,24
,,-0.0003556,24
,,-0.00035552,24
,,-0.00035544,24
,,-0.00035536,24
,,-0.00035528,24
,,-0.0003552,24
,,-0.00035512,24
,,-0.00035504,24
,,-0.00035496,23.6
,,-0.00035488,24
,,-0.0003548,24
,,-0.00035472,24
,,-0.00035464,24
,,-0.00035456,24
,,-0.00035448,24
,,-0.0003544,24
,,-0.00035432,24
,,-0.00035424,24
,,-0.00035416,24
,,-0.00035408,24
,,-0.000354,24
,,-0.00035392,24
,,-0.00035384,24
,,-0.00035376,24
,,-0.00035368,24
,,-0.0003536,24
,,-0.00035352,24
,,-0.00035344,24
,,-0.00035336,23.6
,,-0.00035328,24
,,-0.0003532,24
,,-0.00035312,24
,,-0.00035304,24
,,-0.00035296,24
,,-0.00035288,24
,,-0.0003528,24
,,-0.00035272,24
,,-0.00035264,24
,,-0.00035256,24
,,-0.00035248,24
,,-0.0003524,23.6
,,-0.00035232,24
,,-0.00035224,24
,,-0.00035216,24
,,-0.00035208,24
,,-0.000352,24
,,-0.00035192,24
,,-0.00035184,24
,,-0.00035176,24
,,-0.00035168,24.4
,,-0.0003516,24
,,-0.00035152,24
,,-0.00035144,24
,,-0.00035136,24
,,-0.00035128,24
,,-0.0003512,24
,,-0.00035112,24
,,-0.00035104,24
,,-0.00035096,24
,,-0.00035088,24
,,-0.0003508,24
,,-0.00035072,24
,,-0.00035064,23.6
,,-0.00035056,24
,,-0.00035048,24
,,-0.0003504,24
,,-0.00035032,24
,,-0.00035024,24
,,-0.00035016,24
,,-0.00035008,24.4
,,-0.00035,24
,,-0.00034992,24
,,-0.00034984,24
,,-0.00034976,24
,,-0.00034968,24
,,-0.0003496,24
,,-0.00034952,24
,,-0.00034944,24
,,-0.00034936,24
,,-0.00034928,24
